Код;Номер будинку;ВулицяКод;БалансоутримувачКод;ОбслуговуючаОрганізаціяКод;РайонКод
31616;19а;242;7;203;7
35148;21;242;7;203;7
31669;21а;242;7;203;7
30416;23;242;7;203;7
35147;25;242;7;203;7
230012;25/1;242;7;22;7
30414;27;242;7;203;7
30475;29;242;7;203;7
31715;29а;242;7;203;7
29544;3;242;7;203;7
31727;31;242;7;203;7
33702;33;242;7;203;7
30572;35;242;7;203;7
33648;37;242;7;203;7
230010;39;242;78;22;7
29913;9;242;7;203;7
113075;29;175;102;184;5
113245;3;175;102;184;5
113386;7;175;102;184;5
114642;73;175;102;184;5
113385;7А;175;102;184;5
290377;12/10;894;117;154;6
290375;15;894;117;154;6
290376;21/8;894;117;154;6
290374;4;894;117;154;6
81007;12/10;629;117;222;6
79906;15;629;117;222;6
80987;21/8;629;117;222;6
290021;3;629;117;154;6
80161;3;629;117;222;6
81260;4;629;117;222;6
79924;6;629;117;222;6
290378;25;895;117;149;6
125259;13;221;103;108;3
124796;14;221;103;108;3
124955;7;221;103;108;3
124549;9;221;103;108;3
32505;10;577;7;201;7
32295;12;577;7;201;7
34102;14/11;577;7;201;7
32554;16/16;577;7;201;7
32645;22;577;7;201;7
32800;24;577;7;201;7
32811;26;577;7;201;7
33796;8/12;577;7;201;7
57449;1/8;436;106;140;8
49725;10/22;436;106;140;8
290907;10/22;436;106;140;
49830;11;436;106;140;8
290908;11;436;106;140;
49644;14;436;106;140;8
49740;15;436;106;140;8
49624;16/14;436;106;140;8
50745;17;436;106;140;8
48832;17-А;436;106;140;8
49576;18;436;106;140;8
50723;19;436;106;140;8
56221;2/6;436;106;140;8
49480;20;436;106;140;8
48367;22;436;106;140;8
290909;22;436;106;140;
49175;23;436;106;140;8
290910;23;436;106;140;
55246;25;436;106;140;8
48234;26;436;106;140;8
290911;26;436;106;140;
49870;4;436;106;140;8
119577;5;436;13;60;8
51523;6;436;106;140;8
49875;8;436;106;140;8
87657;1/12;974;1;172;1
87273;10;974;1;170;1
240144;10-Д;974;1;91;1
240145;10-Е;974;1;91;1
87199;10А;974;1;170;1
87435;10Б;974;1;170;1
87202;10В;974;1;170;1
240146;12-А;974;1;91;1
88580;12/3;974;1;170;1
87342;2/12;974;1;170;1
240147;2/12-А;974;1;91;1
87099;3;974;1;172;1
87156;3А;974;1;172;1
87080;4;974;1;170;1
87086;4А;974;1;170;1
87090;4Б;974;1;170;1
240150;5-В;974;1;30;1
87265;5А;974;1;172;1
240003;6;974;79;1;1
240015;6А;974;1;91;1
87271;7/5;974;1;172;1
87352;8;974;1;170;1
240148;8-Д;974;1;91;1
240149;8-Е;974;1;91;1
88361;8А;974;1;170;1
87441;8Б;974;1;170;1
87165;8В;974;1;170;1
37879;11;84;11;165;10
37877;13;84;11;165;10
37818;5;84;11;165;10
130881;5-а;84;11;165;10
40831;5-б;84;11;165;10
39534;7;84;11;165;10
39544;9;84;11;165;10
220024;13а;846;127;1;10
220050;15;846;11;1;10
220051;15А;846;75;1;10
220043;3;846;62;1;10
118020;17;1;102;120;5
118021;18;1;102;120;5
118015;2;1;102;120;5
118016;3;1;102;120;5
118017;4;1;102;120;5
118018;6;1;102;120;5
118019;8;1;102;120;5
130421;11;473;106;144;8
47042;13;473;106;144;8
48076;14;473;106;144;8
48080;15;473;106;144;8
55358;21-Б;473;106;144;8
47360;24;473;106;144;8
291146;24;473;106;144;
46384;25;473;106;144;8
47429;27;473;106;144;8
45550;32/22;473;106;142;8
45485;34;473;106;142;8
291013;34;473;106;142;
46334;36;473;106;142;8
48323;8;473;106;144;8
291145;8;473;106;144;
47694;25;474;106;144;8
46968;27;474;106;144;8
36752;1;83;11;206;10
35254;1-а;83;11;206;10
35425;1-б;83;11;206;10
220017;10;83;11;1;10
131278;11;83;11;206;10
37692;11-а/2;83;11;206;10
41160;11-б;83;11;206;10
36937;12;83;11;195;10
36692;12-а;83;11;195;10
38254;12-б;83;11;195;10
38353;12-в;83;11;195;10
36731;14-а;83;11;195;10
36734;14/13;83;11;195;10
37587;15-а;83;11;206;10
220059;15С3;83;11;1;10
36554;17-а;83;11;206;10
37277;17-г;83;11;206;10
36049;17-д;83;11;206;10
36850;18;83;11;195;10
40088;2-а;83;11;195;10
41187;2-б;83;11;195;10
41188;2-в;83;11;195;10
40004;2/1;83;11;195;10
38388;20;83;11;195;10
38408;20-а;83;11;195;10
37050;20-б;83;11;195;10
36864;20-в;83;11;195;10
38404;20-г;83;11;195;10
36615;21-а;83;11;206;10
36803;21-б;83;11;206;10
38417;22-а;83;11;195;10
36881;23;83;11;206;10
38420;24-а;83;11;195;10
37151;24-б;83;11;195;10
220060;26;83;11;1;10
37108;26-б;83;11;195;10
220018;26а;83;11;1;10
38444;28-а;83;11;195;10
38443;28-б;83;11;195;10
220061;29;83;11;1;10
35701;3;83;11;206;10
35732;3-а;83;11;206;10
35343;3-б;83;11;206;10
37100;32;83;11;195;10
37178;32-а;83;11;195;10
37325;32-д;83;11;195;10
220048;32Б;83;65;1;10
38452;34;83;11;195;10
36778;35-а;83;11;190;10
37295;36/7;83;11;195;10
36829;4-а;83;11;195;10
36875;4-г;83;11;195;10
37009;41/1;83;11;190;10
38544;42/13;83;11;193;10
37413;44/10;83;11;193;10
37420;46;83;11;193;10
220047;47;83;79;1;10
37501;48/9;83;11;193;10
37048;49;83;11;190;10
39924;5-а;83;11;206;10
38583;50;83;11;193;10
37134;51-а;83;11;190;10
37087;53;83;11;190;10
131277;55;83;11;190;10
37137;55-а;83;11;190;10
37093;59;83;11;190;10
37086;59-а;83;11;190;10
220049;5В;83;79;1;10
220019;60/10;83;75;1;10
37113;61;83;11;190;10
37425;62-а;83;11;191;10
38463;63-а;83;11;193;10
220062;63/12;83;11;1;10
38592;64-а;83;11;191;10
37187;65;83;11;193;10
38593;66-а;83;11;191;10
41601;67;83;11;193;10
42229;68;83;11;191;10
37346;69;83;11;193;10
37317;69-а;83;11;193;10
37222;7;83;11;206;10
42384;70;83;11;191;10
37304;71;83;11;193;10
40159;72;83;11;191;10
40158;72-а;83;11;191;10
38864;72-б;83;11;191;10
41429;74/9;83;11;191;10
38508;79;83;11;193;10
37334;79-а;83;11;193;10
41175;8;83;11;195;10
36918;8-а;83;11;195;10
38236;8-б;83;11;195;10
36924;8-в;83;11;195;10
37350;81;83;11;193;10
37341;81-а;83;11;193;10
37347;81-б;83;11;193;10
37348;81/11;83;11;193;10
37399;91-а;83;11;191;10
38487;93-б;83;11;191;10
220038;93е;83;11;41;10
38502;95-б;83;11;191;10
41420;97/15;83;11;191;10
101976;10;786;106;140;8
67023;13/34А;320;104;214;4
65811;13Б;320;104;214;4
68743;17;320;104;214;4
66905;19А;320;104;214;4
65699;19А';320;104;214;4
260004;2;320;19;1;4
67228;22;320;104;214;4
68460;24А;320;104;214;4
66711;25;320;104;214;4
66959;26/24;320;104;214;4
65926;3/7А;320;104;214;4
130100;3/7Б;320;104;214;4
65554;30Б;320;104;214;4
65158;32А;320;104;214;4
65533;32Б;320;104;214;4
65428;37;320;104;214;4
65059;43;320;104;214;4
65008;50;320;104;214;4
65383;54;320;104;214;4
64925;56;320;104;214;4
66338;57/17;320;104;214;4
130102;59;320;104;214;4
66115;5В;320;104;214;4
65349;61;320;104;214;4
64911;63;320;104;214;4
63026;11/12;132;104;215;4
140106;119 (гурт.);132;104;218;4
62994;15;132;104;215;4
61630;18;132;104;215;4
60990;19;132;104;215;4
61052;19А;132;104;215;4
62964;19Б;132;104;215;4
61514;20;132;104;215;4
60855;21;132;104;215;4
60946;21А;132;104;215;4
61409;23;132;104;215;4
61266;24;132;104;215;4
61160;26;132;104;215;4
63323;3;132;104;215;4
61581;3а;132;104;215;4
62205;3б;132;104;215;4
61657;3в;132;104;215;4
63258;4;132;104;215;4
61579;5;132;104;215;4
62050;8;132;104;215;4
62490;3;90;104;215;4
60618;3А;90;104;215;4
61113;5;90;104;215;4
60567;5А;90;104;215;4
290381;10;418;117;149;6
74069;10;418;117;224;6
290382;12;418;117;149;6
80789;12;418;117;224;6
290007;14;418;16;1;6
290383;18;418;117;153;6
75181;18;418;117;224;6
75391;18-А;418;117;224;6
290388;18А;418;117;149;6
290384;22;418;117;153;6
73501;22;418;117;211;6
290385;32;418;117;153;6
73248;32;418;117;211;6
73935;49;418;117;211;6
74371;5;418;117;211;6
290379;6;418;117;149;6
74441;6;418;117;224;6
73790;63/67;418;117;211;6
290389;69А;418;117;153;6
73543;69а;418;117;211;6
74130;7;418;117;211;6
73781;71/73;418;117;211;6
290386;75;418;117;153;6
73637;75;418;117;211;6
72788;85;418;117;211;6
72953;87;418;117;211;6
290387;89;418;117;149;6
72913;89;418;117;211;6
290380;9;418;117;153;6
74105;9;418;117;211;6
128962;12;395;103;110;3
48958;1;439;106;144;8
48221;12;439;106;144;8
48204;12-Б;439;106;144;8
291148;12-Б;439;106;144;
50275;12-В;439;106;144;8
48086;13;439;106;144;8
50274;9;439;106;144;8
291147;9;439;106;144;
43310;1/35;690;106;142;8
43325;10/11;690;106;142;8
291019;10/11;690;106;142;
43889;11;690;106;142;8
291020;11;690;106;142;
101625;11а;690;106;142;8
45115;12;690;106;142;8
291021;12;690;106;142;
45124;13/10;690;106;142;8
45119;14/12;690;106;142;8
45116;18;690;106;142;8
43315;3;690;106;142;8
291014;3;690;106;142;
43647;4;690;106;142;8
44989;4-А;690;106;142;8
291015;4-А;690;106;142;
43320;5;690;106;142;8
291016;5;690;106;142;
43650;6;690;106;142;8
44986;6-А;690;106;142;8
43665;7;690;106;142;8
291017;7;690;106;142;
43656;8;690;106;142;8
291018;8;690;106;142;
43672;9/9;690;106;142;8
108505;14;151;102;118;5
107141;14а;151;102;118;5
106897;14б;151;102;118;5
106853;14бк3;151;102;118;5
129316;2;151;102;118;5
128926;2А;151;102;118;5
128925;6;151;102;118;5
123894;10/2;220;103;108;3
125263;11;220;103;108;3
124799;16;220;103;108;3
125859;18;220;103;108;3
125252;22-а;220;103;108;3
129232;4;220;103;108;3
123192;6;220;103;108;3
124082;7;220;103;108;3
123564;8;220;103;108;3
28880;11;262;7;187;7
28621;11а;262;7;187;7
28640;13;262;7;187;7
29036;15;262;7;187;7
29246;21;262;7;187;7
29163;23;262;7;187;7
30504;25;262;7;187;7
30605;27;262;7;187;7
34354;3;262;7;187;7
29930;3а;262;7;187;7
230038;5;262;78;17;7
34355;5;262;7;187;7
28768;5а;262;7;187;7
230039;7Б;262;7;17;7
28429;7в;262;7;187;7
140033;9;262;7;187;7
140034;9б;262;7;187;7
109526;10;105;102;116;5
109514;11;105;102;116;5
109456;14;105;102;116;5
109412;15/17;105;102;116;5
109396;17/19;105;102;116;5
109301;17/4;105;102;116;5
109559;2;105;102;116;5
110798;3;105;102;116;5
109583;5;105;102;116;5
109575;6/8;105;102;116;5
111841;7\9;105;102;116;5
230059;2А;738;94;1;7
28409;4;738;7;194;7
28076;4а;738;7;194;7
28401;4б;738;7;194;7
28311;6/2;738;7;194;7
41597;12;233;11;192;10
43433;12-а;233;11;192;10
38503;17-а;233;11;191;10
38496;19-а;233;11;191;10
140141;2;233;11;192;10
140142;2-б;233;11;192;10
140146;2-в;233;11;192;10
37314;21-а;233;11;191;10
37116;23;233;11;191;10
37340;23-а;233;11;191;10
37303;23-б;233;11;191;10
41419;23-в;233;11;191;10
38454;25;233;11;191;10
37007;31;233;11;192;10
41136;31-б;233;11;192;10
39884;32/51-а;233;11;192;10
38377;33;233;11;192;10
220040;33а;233;11;67;10
41134;35;233;11;192;10
41624;4;233;11;192;10
41600;4-а;233;11;192;10
39947;41/15;233;11;192;10
41126;45;233;11;192;10
131280;47;233;11;192;10
40882;47-а;233;11;192;10
37532;5;233;11;191;10
40160;5-а;233;11;191;10
37677;5-б;233;11;191;10
41599;8;233;11;192;10
43434;8-а;233;11;192;10
33913;1/18;961;7;194;7
35551;3;961;7;194;7
30056;3а;961;7;194;7
28842;5;961;7;194;7
125837;1;345;103;110;3
128995;11;345;103;108;3
125829;2/44;345;103;108;3
125213;20;345;103;108;3
125948;3;345;103;110;3
124682;4;345;103;108;3
125936;5;345;103;110;3
125141;7;345;103;108;3
125181;7-а;345;103;108;3
124863;9-а;345;103;108;3
126601;9-б;345;103;108;3
230013;1;238;78;22;7
30623;13;238;7;203;7
230048;13А;238;7;90;7
30613;15;238;7;203;7
33707;15а;238;7;203;7
33706;15б;238;7;203;7
230047;19;238;7;90;7
30520;21;238;7;203;7
30388;23/16;238;7;203;7
33709;25;238;7;203;7
31486;27/16;238;7;203;7
29959;29;238;7;203;7
30821;3;238;7;203;7
29895;31;238;7;203;7
33658;31а;238;7;203;7
29591;35;238;7;203;7
33659;37;238;7;203;7
35209;37б;238;7;203;7
33737;37в;238;7;203;7
31245;12;681;7;185;7
29664;13;681;7;205;7
31242;13а;681;7;205;7
31186;13б;681;7;205;7
29655;13в;681;7;205;7
29654;14;681;7;185;7
33823;15;681;7;205;7
31019;17;681;7;205;7
33924;17а;681;7;205;7
29551;19/18;681;7;205;7
30618;2/3;681;7;185;7
30535;3;681;7;205;7
30527;5;681;7;205;7
30312;6;681;7;185;7
30358;7;681;7;205;7
31481;8;681;7;185;7
29981;9;681;7;205;7
35457;9а;681;7;205;7
30095;9б;681;7;205;7
108528;3;761;102;115;5
290392;13А;896;117;154;6
290393;15А;896;117;154;6
290394;16А;896;117;154;6
290395;18А;896;117;154;6
290391;19;896;117;154;6
290390;2;896;117;154;6
290396;20Б;896;117;154;6
290397;21А;896;117;154;6
290398;21Б;896;117;154;6
290399;22А;896;117;154;6
290400;22Б;896;117;154;6
290401;24А;896;117;154;6
290402;24В;896;117;154;6
290403;2В;896;117;154;6
290404;6А;896;117;154;6
290405;14;897;117;154;6
290406;17;897;117;154;6
290407;20;897;117;154;6
290408;9А;897;117;154;6
290409;9Б;897;117;154;6
81652;12б;425;117;222;6
81367;13а;425;117;222;6
129993;13б;425;117;222;6
80580;15а;425;117;222;6
81377;16а;425;117;222;6
80617;16а';425;117;222;6
80322;18а;425;117;222;6
81653;18б;425;117;222;6
80264;19;425;117;222;6
129992;2;425;117;222;6
80591;20б;425;117;222;6
80565;21а;425;117;222;6
80256;21б;425;117;222;6
80588;22а;425;117;222;6
129994;22б;425;117;222;6
80619;24/11в;425;117;222;6
80262;24а;425;117;222;6
80625;24б;425;117;222;6
80592;24ж;425;117;222;6
80622;2в;425;117;222;6
80321;6а;425;117;222;6
81548;6б;425;117;222;6
81080;14;302;117;222;6
79537;17;302;117;222;6
81072;20;302;117;222;6
80302;4;302;117;222;6
81269;9а;302;117;222;6
81264;9б;302;117;222;6
11811;1/4;546;10;85;9
20598;11;546;10;85;9
11796;3 (3-6);546;10;85;9
21919;9;546;10;85;9
37736;10/1;243;11;165;10
39214;11;243;11;165;10
37652;11-а;243;11;165;10
37629;11-б;243;11;165;10
38013;12-а;243;11;165;10
38014;14-а;243;11;165;10
37750;15-а;243;11;207;10
39068;17;243;11;207;10
37598;17-а;243;11;207;10
37568;17-б;243;11;207;10
40279;17-в;243;11;207;10
37721;18;243;11;165;10
220046;19;243;119;1;10
39201;22;243;11;198;10
37567;23;243;11;207;10
37680;23-а;243;11;207;10
39146;24;243;11;198;10
37919;26;243;11;198;10
37906;28;243;11;198;10
40687;28-в;243;11;198;10
40414;3;243;11;165;10
37610;30/12;243;11;198;10
39064;36;243;11;198;10
39057;38;243;11;198;10
37564;40/16;243;11;198;10
38953;42-а;243;11;188;10
37550;44;243;11;188;10
37746;44-б;243;11;188;10
38881;46;243;11;188;10
37717;5-а;243;11;165;10
37958;7;243;11;165;10
39197;7-а;243;11;165;10
37646;9;243;11;165;10
37914;9-а;243;11;165;10
35354;1;582;7;202;7
30559;14;582;7;185;7
33768;14а;582;7;185;7
35281;18;582;7;185;7
30640;2;582;7;185;7
30834;3;582;7;202;7
31862;4;582;7;185;7
31757;6;582;7;185;7
30939;8;582;7;185;7
82189;10;802;1;167;1
240152;10-В;802;1;92;1
240153;10-Г;802;1;92;1
82247;10А;802;1;167;1
83946;12;802;1;167;1
240004;4;802;1;92;1
82530;6А;802;1;167;1
82204;8А;802;1;167;1
81851;2;813;1;169;1
51212;5;721;106;139;8
49611;6;721;106;139;8
290867;6;721;106;139;
49814;9;721;106;139;8
50797;17;965;106;140;8
49879;2;965;106;140;8
50715;23;965;106;140;8
50682;25;965;106;140;8
49154;37-А;965;106;140;8
49116;39-А;965;106;140;8
291164;39-А;965;106;164;
49747;4;965;106;140;8
290912;4;965;106;140;
48289;41-А;965;106;140;8
74010;5;496;117;211;6
49466;11;471;106;140;8
49501;12;471;106;140;8
290913;12;471;106;140;
49229;15;471;106;140;8
49444;16;471;106;140;8
55096;1;12;106;141;8
54584;101/2;12;106;141;8
55984;103;12;106;141;8
56252;13;12;106;141;8
55256;20;12;106;141;8
55046;22;12;106;141;8
56247;25;12;106;141;8
55207;26;12;106;141;8
55205;27;12;106;141;8
55203;28;12;106;141;8
55208;31;12;106;141;8
55204;33;12;106;141;8
54961;38;12;106;141;8
56137;40;12;106;141;8
56149;40-А;12;106;141;8
55188;41;12;106;141;8
54942;42-А;12;106;141;8
56150;43;12;106;141;8
54919;44;12;106;141;8
54923;48;12;106;141;8
56087;50;12;106;141;8
56151;51;12;106;141;8
54978;53;12;106;141;8
56078;54;12;106;141;8
54986;55;12;106;141;8
54647;58;12;106;141;8
54188;60;12;106;141;8
56036;62;12;106;141;8
56028;64;12;106;141;8
54956;71;12;106;141;8
54916;75;12;106;141;8
54969;77;12;106;141;8
54941;79;12;106;141;8
54902;91;12;106;141;8
127209;15;344;103;108;3
127224;17/2;344;103;108;3
127010;24;344;103;108;3
126025;29;344;103;108;3
126012;29-а;344;103;108;3
130849;29-б;344;103;108;3
125883;36;344;103;108;3
126118;37/2;344;103;110;3
126122;39;344;103;110;3
126064;41/8;344;103;110;3
125886;5/2-а;344;103;108;3
126009;5/2-б;344;103;108;3
240154;30;862;1;1;1
63217;10;110;104;213;4
63207;12;110;104;213;4
63456;14;110;104;213;4
63106;16/2;110;104;213;4
63144;26;110;104;213;4
64421;6;110;104;213;4
63222;8;110;104;213;4
260005;9;110;49;1;4
115550;5/7;230;102;119;5
116576;8;230;13;60;5
140127;9;230;13;60;5
140128;9-А;230;13;60;5
123533;2Б;358;103;111;3
123317;6;358;103;111;3
123322;8Б;358;103;111;3
84090;14;829;1;181;1
89793;14А;829;1;181;1
82518;3/9;829;1;181;1
89111;4/7;829;1;181;1
82539;5А;829;1;181;1
82544;6;829;1;181;1
82577;9;829;1;181;1
76028;4-А;470;117;224;6
74364;4-Б;470;117;224;6
290410;6;470;117;149;6
74433;6;470;117;224;6
75726;6-А;470;117;224;6
290411;6А;470;117;149;6
71288;17/20;715;117;212;6
290412;3;715;117;150;6
70177;3;715;117;212;6
70036;3А;715;117;212;6
70044;5/34;715;117;212;6
71284;7/13;715;117;212;6
70173;9;715;117;212;6
117543;56/66к2;144;102;120;5
117622;56/66к3;144;102;120;5
116654;68;144;102;120;5
116895;80;144;102;120;5
116544;82;144;102;120;5
116903;84;144;102;120;5
118310;86;144;102;120;5
117068;90;144;102;120;5
117118;92;144;102;120;5
118389;94;144;102;120;5
117121;96;144;102;120;5
65837;1;670;104;214;4
66976;3;670;104;214;4
67077;3а;670;104;214;4
66891;5;670;104;214;4
65189;7б;670;104;214;4
66662;11;88;104;214;4
66534;17/18А;88;104;214;4
66621;33;88;104;214;4
67649;35;88;104;214;4
66588;35а;88;104;214;4
66810;3А;88;104;214;4
66809;7Б;88;104;214;4
66801;7В;88;104;214;4
83870;11;838;1;182;1
140043;13;838;1;182;1
82169;4;838;1;182;1
83866;9;838;1;182;1
35275;57;258;7;186;7
33666;59;258;7;186;7
35274;61;258;7;186;7
35273;65;258;7;186;7
28595;67;258;7;186;7
30262;76;258;7;186;7
29015;78;258;7;186;7
34422;80;258;7;186;7
28624;82;258;7;186;7
28987;84;258;7;186;7
28582;86;258;7;186;7
28870;88;258;7;186;7
28559;90;258;7;186;7
74489;10;414;117;224;6
74501;12;414;117;224;6
74608;16/13;414;117;224;6
74038;6/31;414;117;224;6
74432;8/32;414;117;224;6
74532;6-А;494;117;224;6
280018;18-А;486;106;147;
49886;2;486;106;140;8
50166;4;486;106;140;8
49716;4-А;486;106;140;8
57453;6;486;106;140;8
290914;6-8;486;106;140;
51403;8;486;106;140;8
112641;10;4;102;184;5
115935;102;4;102;120;5
114540;11;4;102;119;5
113567;13;4;102;119;5
113831;15;4;102;119;5
114211;16;4;102;184;5
112703;16А;4;102;184;5
114621;17/15;4;102;119;5
113072;18;4;102;184;5
113030;20;4;102;184;5
113618;22;4;102;184;5
114508;24;4;102;184;5
113328;24/2;4;102;184;5
113911;25;4;102;119;5
113976;27;4;102;119;5
114737;33;4;102;119;5
114005;35;4;102;119;5
114060;35/2;4;102;119;5
114164;35/4;4;102;119;5
114158;35к3;4;102;119;5
114655;39;4;102;119;5
112246;4;4;102;184;5
114487;42/1к10;4;102;119;5
112906;42/1к11;4;102;119;5
112927;42/1к12;4;102;119;5
113370;42/1к13;4;102;119;5
114033;42/1к14;4;102;119;5
112682;42/1к15;4;102;119;5
113534;42/1к4;4;102;119;5
114561;42/1к8;4;102;119;5
113705;42/1к9;4;102;119;5
113850;43;4;102;119;5
112856;44к.1;4;102;119;5
113010;44к.2;4;102;119;5
112789;44к3;4;102;119;5
112780;44к6;4;102;119;5
113880;54;4;102;119;5
114787;58;4;102;119;5
114743;58/2;4;102;119;5
115414;59;4;102;119;5
114935;61;4;102;119;5
115238;62;4;102;119;5
115533;63;4;102;119;5
115335;64;4;102;119;5
115271;70/1;4;102;119;5
115438;74;4;102;119;5
114897;74/2;4;102;119;5
115494;78;4;102;119;5
115191;88;4;102;120;5
116672;88А;4;102;120;5
113404;9;4;102;119;5
116868;90;4;102;120;5
117235;96;4;102;120;5
115633;98;4;102;120;5
92937;19;57;105;126;2
93735;23;57;105;126;2
92186;23а;57;105;126;2
270214;23А ЛІТ.Б;57;105;1;2
91960;23в;57;105;126;2
93691;25;57;105;126;2
102918;27;57;105;126;2
270109;31;57;105;1;2
91885;31;57;105;126;2
93311;31а;57;105;126;2
270181;35А;57;105;1;2
93005;37;57;105;126;2
93016;37а;57;105;126;2
91897;37б;57;105;126;2
102920;39;57;105;126;2
270215;39 ЛІТ.Б;57;105;1;2
91574;41;57;105;126;2
69825;3/5;717;117;212;6
118006;7;717;117;212;6
118007;7-а;717;117;212;6
118008;7-б;717;117;212;6
99979;;0;;;
290413;1;648;117;150;6
77054;1;648;117;225;6
290414;3;648;117;150;6
77061;3;648;117;225;6
290415;6;648;117;150;6
77030;6;648;117;225;6
76965;8;648;117;225;6
125185;1;367;103;108;3
125286;14/13;367;103;108;3
124650;16-а;367;103;108;3
125293;5;367;103;108;3
290416;10;898;117;150;6
79042;10;630;117;225;6
54370;10;779;106;141;8
290950;10;779;106;141;
55609;3;779;106;141;8
53819;5;779;106;141;8
290951;5;779;106;141;
53812;7;779;106;141;8
53852;8;779;106;141;8
290952;8;779;106;141;
66657;19/21Д;597;104;214;4
65491;23А;597;104;214;4
66714;23Б;597;104;214;4
65141;23В;597;104;214;4
65716;33А;597;104;214;4
65564;33Б;597;104;214;4
66956;33В;597;104;214;4
65204;33Г;597;104;214;4
65732;35;597;104;214;4
65757;37/20А;597;104;214;4
65841;41;597;104;214;4
65281;13;608;104;214;4
64815;3;608;104;214;4
65862;4;608;104;214;4
64750;8а;608;104;214;4
46217;10;405;106;144;8
47249;16;405;106;144;8
47210;18;405;106;144;8
291149;18;405;106;144;
46965;20;405;106;144;8
47037;29-Г;405;106;144;8
291150;29-Г;405;106;144;
46379;7;405;106;144;8
36876;11;237;11;206;10
36837;13;237;11;206;10
36566;13-а;237;11;206;10
36845;15;237;11;206;10
38062;15-а;237;11;206;10
36618;15-б;237;11;206;10
36582;17;237;11;206;10
36672;3-в;237;11;206;10
36890;5;237;11;206;10
36631;9;237;11;206;10
38118;9-а;237;11;206;10
109272;33;26;102;115;5
125906;3;363;103;110;3
126142;4;363;103;110;3
126165;5;363;103;110;3
127296;6;363;103;110;3
126412;7;363;103;110;3
50923;12;488;106;139;8
52203;12/1;488;106;139;8
52199;12/2;488;106;139;8
49721;6;488;106;139;8
50952;8;488;106;139;8
290868;8;488;106;139;
100973;2;664;105;112;2
32913;22а;239;7;200;7
31461;22б;239;7;200;7
31454;22в;239;7;200;7
31116;2а;239;7;200;7
230016;4;239;78;75;7
31540;4;239;7;200;7
31533;9;239;7;200;7
48130;1;487;106;140;8
55968;3;487;106;140;8
48964;4;487;106;140;8
48091;6;487;106;140;8
103745;14А;810;1;169;1
82232;18;810;1;169;1
83075;21;810;1;169;1
83421;9;810;1;169;1
56152;19;587;106;141;8
56147;21;587;106;141;8
290956;21;587;106;141;
55181;37;587;106;141;8
56127;39;587;106;141;8
54970;51;587;106;141;8
12647;11;330;10;209;9
14020;12;330;10;209;9
210045;13;330;10;1;9
12511;13;330;10;209;9
12656;14;330;10;209;9
12690;15;330;10;210;9
14162;15/1;330;10;210;9
12719;15/1А;330;10;210;9
12716;17;330;10;210;9
12573;2/17;330;10;209;9
13010;23/7;330;10;210;9
13057;27;330;10;210;9
14534;27А;330;10;210;9
12785;28/9;330;10;210;9
13771;2А;330;10;209;9
210046;3/15;330;10;1;9
130846;3/15;330;10;210;9
13017;30;330;10;208;9
12887;32;330;10;208;9
12449;4;330;10;209;9
12439;5;330;10;209;9
12616;7;330;10;209;9
65523;7;722;104;221;4
63259;2а;739;104;213;4
61441;2Б;739;104;213;4
62009;2В;739;104;213;4
62038;2Г;739;104;213;4
61539;4;739;104;213;4
63093;6;739;104;213;4
63042;8;739;104;213;4
130071;19;143;102;120;5
116716;21;143;102;120;5
117060;23;143;102;120;5
116928;25;143;102;120;5
116549;25/2;143;102;120;5
116860;27;143;102;120;5
116962;27\2;143;102;120;5
116912;29;143;102;120;5
118240;31;143;102;120;5
45519;101;482;106;143;8
291088;101;482;106;143;
57532;101-А;482;106;143;8
46157;106;482;106;143;8
291089;106;482;106;143;
56553;106-А;482;106;143;8
47820;63;482;106;143;8
46835;65;482;106;143;8
46788;67;482;106;143;8
47751;69;482;106;143;8
47612;71;482;106;143;8
46685;73;482;106;143;8
48301;75;482;106;143;8
46603;77;482;106;143;8
291090;77;482;106;143;
48105;79;482;106;143;8
140121;81 (гурт.);482;106;143;8
46651;89/16;482;106;143;8
46455;91;482;106;143;8
101977;93 (гурт.);482;106;143;8
56407;93;482;106;143;8
291091;93;482;106;143;
46325;94;482;106;143;8
56549;97-А;482;106;143;8
46585;97-Б;482;106;143;8
57533;99;482;106;143;8
56545;99-А;482;106;143;8
291092;99-А;482;106;143;
46739;99-Б;482;106;143;8
230021;17;843;78;38;7
72096;1/3а;497;117;219;6
290417;2/6;497;117;151;6
70837;2/6;497;117;219;6
72045;5;497;117;219;6
64959;13-15;579;104;214;4
65052;23/48;579;104;214;4
66506;25-27;579;104;214;4
66595;31;579;104;214;4
66605;34;579;13;60;4
66598;35А;579;104;214;4
65434;37А;579;104;214;4
65423;37Б;579;104;214;4
65128;38;579;104;214;4
66597;39;579;104;214;4
65121;41;579;104;214;4
65408;47;579;104;214;4
105469;4А;579;104;214;4
104169;6;579;104;214;4
65351;7А;579;104;214;4
64954;9А;579;104;214;4
86782;10;819;1;173;1
240156;10-Г;819;1;145;1
88869;10А;819;1;173;1
87508;10Б;819;1;173;1
86822;10В;819;1;173;1
87531;11А;819;1;174;1
88142;12;819;1;173;1
240157;12-Д;819;1;145;1
86812;12А;819;1;173;1
87532;13;819;1;174;1
240164;13-А;819;1;26;1
240158;14-К;819;1;145;1
240159;14-Л;819;1;145;1
86423;14А;819;1;173;1
88211;14Б;819;1;173;1
88218;14В;819;1;173;1
