Код;Номер будинку;ВулицяКод;БалансоутримувачКод;ОбслуговуючаОрганізаціяКод;РайонКод
29298;3;192;7;197;7
29069;4;192;7;197;7
30449;6в;192;7;197;7
230024;7А;192;7;25;7
34667;8;192;7;197;7
290107;18;877;117;155;6
70998;13а;247;117;223;6
72397;14/13;247;117;223;6
71169;16/12;247;117;223;6
71254;18;247;117;223;6
71174;20/13;247;117;223;6
64561;11;259;104;213;4
63603;3/1;259;104;213;4
64623;5;259;104;213;4
290110;10;275;117;156;6
73602;10;275;117;220;6
290111;11;275;117;156;6
73562;11;275;117;220;6
290116;12/16;275;117;156;6
73643;12/16;275;117;220;6
290112;13;275;117;156;6
73568;13;275;117;220;6
290115;13/1;275;117;156;6
73569;13/1;275;117;220;6
73470;13/2;275;117;220;6
73713;14;275;117;220;6
290113;16;275;117;156;6
73750;16;275;117;220;6
290114;18;275;117;156;6
73840;18;275;117;220;6
290108;3;275;117;156;6
74467;3;275;117;220;6
73232;4;275;117;220;6
73087;5;275;117;220;6
290109;6;275;117;156;6
73321;6;275;117;220;6
75002;8;275;117;220;6
44399;1;499;106;142;8
291022;1;499;106;142;
45456;11;499;106;142;8
44555;11-А;499;106;142;8
45460;12;499;106;142;8
45386;12-А;499;106;142;8
44543;13;499;106;142;8
44472;13-А;499;106;142;8
291025;13-А;499;106;142;
45716;14;499;106;142;8
291026;14;499;106;142;
45458;14-А;499;106;142;8
44417;14-Б;499;106;142;8
291027;14-Б;499;106;142;
44424;14-В;499;106;142;8
291028;14-В;499;106;142;
44726;17;499;106;142;8
44640;17-а;499;106;142;8
45714;19;499;106;142;8
44221;2-А;499;106;142;8
45770;23;499;106;142;8
291029;23;499;106;142;
45783;23-А;499;106;142;8
291030;23-А;499;106;142;
45805;23-Б;499;106;142;8
291031;23-Б;499;106;142;
44612;25;499;106;142;8
45356;4;499;106;142;8
45358;6-А;499;106;142;8
291023;6-А;499;106;142;
45314;6-Б;499;106;142;8
45383;8;499;106;142;8
291024;8;499;106;142;
44411;8-А;499;106;142;8
44404;8-Б;499;106;142;8
44396;9;499;106;142;8
110256;11/11;44;102;115;5
110266;13;44;102;115;5
110206;15/14;44;102;115;5
109872;19/15;44;102;199;5
108512;21/18;44;102;199;5
108441;23/16;44;102;199;5
109140;27/к.1;44;102;199;5
107970;27/к2;44;102;199;5
108134;27/к3;44;102;199;5
107928;29/22;44;102;199;5
109403;2А;44;102;115;5
107407;38;44;102;199;5
107390;40;44;102;199;5
108893;40а;44;102;199;5
107173;42;44;102;199;5
108890;47/к1;44;102;199;5
108940;47/к3;44;102;199;5
108805;49/к1;44;102;199;5
107349;49/к2;44;102;199;5
108906;49/к3;44;102;199;5
110404;5/7;44;102;115;5
107118;53/к1;44;102;199;5
108810;53/к2;44;102;199;5
108806;53/к3;44;102;199;5
107336;53/к4;44;102;199;5
107321;55;44;102;199;5
109422;6;44;102;115;5
110314;8;44;102;115;5
109431;8А;44;102;115;5
109186;9/14;44;102;115;5
48804;10-А;150;106;140;8
48757;12;150;106;140;8
49695;12-А;150;106;140;8
48818;3;150;13;60;8
26884;10а;194;7;204;7
26961;12а;194;7;204;7
33409;14а;194;7;204;7
26350;2;194;7;204;7
34701;22;194;7;187;7
29781;22а;194;7;187;7
33445;24;194;7;187;7
30008;24а;194;7;187;7
28450;24б;194;7;187;7
30006;24в;194;7;187;7
33461;26;194;7;187;7
28803;26б;194;7;187;7
34367;28а;194;7;187;7
230049;2А;194;7;8;7
33462;30;194;7;187;7
26522;4;194;7;204;7
230050;4А;194;7;8;7
27135;6;194;7;204;7
26632;6а;194;7;204;7
33472;8;194;7;204;7
27184;8г;194;7;204;7
64974;1;157;104;214;4
66508;15А;157;104;214;4
66647;25;157;104;214;4
65460;26;157;104;214;4
130096;3;157;104;214;4
65476;32;157;104;214;4
65205;42;157;104;214;4
130097;5;157;104;214;4
65011;6А;157;104;214;4
65387;7/9;157;104;214;4
290117;12;878;117;154;6
290118;14;878;117;154;6
290119;16;878;117;154;6
290120;18;878;117;154;6
290121;20;878;117;154;6
200002;104;300;46;1;5
81138;12;300;117;222;6
79845;14;300;117;222;6
79830;16;300;117;222;6
80995;18;300;117;222;6
80982;20;300;117;222;6
80153;6;300;117;222;6
290123;10;179;117;154;6
80407;10;179;117;222;6
290124;12;179;117;154;6
79207;12;179;117;222;6
290125;13;179;117;154;6
79487;13;179;117;222;6
290126;16;179;117;154;6
79195;16;179;117;222;6
140069;18а;179;116;11;6
140068;20;179;116;11;6
290127;21;179;117;154;6
80100;21;179;117;222;6
80101;23;179;117;222;6
290136;24Б;179;117;154;6
79095;24б;179;117;222;6
290134;25/2;179;117;154;6
80049;25/2;179;117;222;6
290128;26;179;117;154;6
79015;26б;179;117;222;6
290129;27;179;117;154;6
80028;27;179;117;222;6
290137;29А;179;117;154;6
78656;29а;179;117;222;6
290138;29Б;179;117;154;6
78601;29б;179;117;222;6
290139;30А;179;117;154;6
78576;30а;179;117;222;6
290130;31;179;117;154;6
79985;31;179;117;222;6
290131;34;179;117;154;6
78629;34;179;117;222;6
290132;38;179;117;154;6
79767;38;179;117;222;6
290122;4;179;117;154;6
290133;40;179;117;154;6
79704;40;179;117;222;6
79927;4а;179;117;222;6
79556;4в;179;117;222;6
79505;6;179;117;222;6
290135;6/11;179;117;154;6
80998;6/11а;179;117;222;6
81004;6/11б;179;117;222;6
79538;6а;179;117;222;6
80678;8/14;179;117;222;6
290140;8А;179;117;154;6
80644;8а;179;117;222;6
290141;8Б;179;117;154;6
79299;8б;179;117;222;6
114656;10;527;102;119;5
114802;108;527;102;119;5
113747;53А;527;102;119;5
114713;55А;527;102;119;5
114554;6;527;102;119;5
114652;61А;527;102;119;5
113982;83;527;102;119;5
114354;87;527;102;119;5
13878;10А;74;10;65;9
20161;11;74;10;64;9
12867;11-А;74;10;64;9
13132;13;74;10;64;9
12488;14В;74;10;65;9
12984;15;74;10;64;9
210010;16;74;10;1;9
23003;17-В;74;10;64;9
13080;17-Г;74;10;64;9
13330;19;74;10;64;9
13187;19-А;74;10;64;9
13156;19-Б;74;10;64;9
12973;19-В;74;10;64;9
14272;22/1;74;10;64;9
14336;24-А;74;10;64;9
14276;24-Б;74;10;64;9
13063;26;74;10;64;9
12825;26-А;74;10;64;9
13014;26-Б;74;10;64;9
12930;28;74;10;64;9
14761;28-Б;74;10;64;9
13087;28-В;74;10;64;9
210011;30а;74;10;1;9
13383;34;74;10;64;9
13695;36;74;10;64;9
13849;36-А;74;10;64;9
12617;4;74;10;65;9
12566;4А;74;10;65;9
13768;6А;74;10;65;9
13891;8;74;10;65;9
12443;8А;74;10;65;9
210092;9;74;79;1;9
12795;9-Г;74;10;65;9
12755;9-Ж;74;10;65;9
63351;37;615;104;221;4
210013;12;85;10;1;9
13114;12;85;10;208;9
12882;12-А;85;10;208;9
13125;14/39;85;10;208;9
13179;17;85;10;208;9
12892;18/20;85;10;208;9
13085;24 ;85;10;208;9
12993;26/28;85;10;208;9
210012;4;85;10;1;9
12881;4;85;10;210;9
14630;5;85;10;208;9
14771;9;85;10;208;9
102741;10;201;105;137;2
104031;12;201;105;137;2
104030;14/11;201;105;137;2
98570;14а;201;105;137;2
100129;14б;201;105;137;2
102626;16;201;105;137;2
98553;16а;201;105;137;2
98589;4;201;105;137;2
270193;4 ЛІТ.Б;201;105;1;2
270050;5/19;201;105;1;2
98375;5/19;201;105;137;2
130111;59;201;105;125;2
270051;61;201;105;1;2
103987;61;201;105;125;2
270034;61А;201;105;125;2
270052;63;201;105;1;2
103986;63;201;105;125;2
270035;63А;201;105;137;2
270053;65;201;105;1;2
96018;65;201;105;125;2
270054;67;201;105;1;2
97560;67;201;105;125;2
270055;69;201;105;1;2
96214;69;201;105;125;2
102706;69а;201;105;125;2
102705;71;201;105;125;2
95696;71а;201;105;125;2
102600;73;201;105;125;2
102601;73а;201;105;125;2
96831;75;201;105;125;2
95531;75а;201;105;125;2
270194;79 ЛІТ.Б;201;105;1;2
94972;83;201;105;125;2
270195;83 ЛІТ.Б;201;105;1;2
96253;85;201;105;125;2
96191;87;201;105;125;2
94696;87а;201;105;125;2
260008;16;443;123;1;4
67011;32;443;104;214;4
67159;40А;443;104;214;4
67148;40Б;443;104;214;4
65904;40В;443;104;214;4
66130;44;443;104;214;4
67285;48/28А;443;104;214;4
65944;48/28Б;443;104;214;4
65953;50А;443;104;214;4
66196;50Б;443;104;214;4
66188;52В;443;104;214;4
65961;54/23;443;104;214;4
66391;62;443;104;214;4
100439;16;136;105;137;2
270056;18;136;105;1;2
100032;18;136;105;137;2
99474;28;136;105;137;2
97808;34;136;105;137;2
97733;38/9;136;105;137;2
270057;39;136;105;1;2
96954;39;136;105;137;2
100117;5а;136;105;137;2
99629;5б;136;105;137;2
100743;7;136;105;137;2
100842;8;136;105;137;2
94596;80;136;105;125;2
270058;80А;136;105;1;2
95942;80а;136;105;125;2
270059;80Б;136;105;1;2
96098;80б;136;105;125;2
270060;81;136;105;1;2
96118;81;136;105;125;2
95414;82;136;105;125;2
102455;85;136;105;125;2
270061;87;136;105;1;2
95765;87;136;105;125;2
102767;10;199;105;124;2
29899;10;196;7;185;7
30082;10а;196;7;185;7
31484;12а;196;7;185;7
29908;13;196;7;202;7
31487;14;196;7;185;7
29993;14а;196;7;185;7
30114;16;196;7;185;7
30316;16б;196;7;185;7
31476;17;196;7;202;7
30319;18;196;7;185;7
30355;18а;196;7;185;7
33805;18б;196;7;185;7
33860;19;196;7;202;7
33861;19а;196;7;202;7
30036;19б;196;7;202;7
30883;1а;196;7;202;7
33773;21;196;7;202;7
31714;22;196;7;185;7
30536;22а;196;7;185;7
33806;22б;196;7;185;7
31605;23а;196;7;202;7
33774;23б;196;7;202;7
30611;24;196;7;185;7
30492;24а;196;7;185;7
35355;25;196;7;202;7
33856;25а;196;7;202;7
30629;26;196;7;185;7
30818;26а;196;7;185;7
31747;26б;196;7;185;7
35359;26в;196;7;185;7
30944;27;196;7;202;7
30554;27а;196;7;202;7
33771;27б;196;7;202;7
30574;28;196;7;185;7
33772;29;196;7;202;7
35353;29а;196;7;202;7
29765;3;196;7;202;7
31871;31;196;7;185;7
30995;31а;196;7;185;7
33769;33/1;196;7;185;7
29741;3а;196;7;202;7
29906;8/20;196;7;185;7
26495;3а;195;7;204;7
26421;3б;195;7;204;7
33404;5;195;7;204;7
33471;5а;195;7;204;7
33470;7;195;7;204;7
26119;7а;195;7;204;7
33402;9;195;7;204;7
26342;9а;195;7;204;7
290142;1;647;117;149;6
77543;1;647;117;216;6
290145;15;647;117;149;6
77291;15;647;117;216;6
290146;17;647;117;149;6
77491;17;647;117;216;6
290147;19;647;117;149;6
78697;19;647;117;216;6
77407;21;647;117;216;6
290143;5;647;117;149;6
77522;5;647;117;216;6
77518;7;647;117;216;6
290144;9;647;117;149;6
77513;9;647;117;216;6
50592;12;82;106;144;8
291129;12;82;106;144;
48919;17/19;82;106;144;8
291130;17/19;82;106;144;
48144;18/20;82;106;144;8
50056;22;82;106;144;8
48932;22-А;82;106;144;8
291131;22-А;82;106;144;
56521;23;82;106;144;8
49849;25;82;106;144;8
49844;28;82;106;144;8
130436;31/37-А;82;106;144;8
47860;32;82;106;144;8
291132;32;82;106;144;
48705;34/36;82;106;144;8
291133;34/36;82;106;144;
47727;38/19;82;106;144;8
47699;40/16;82;106;144;8
291134;40/16;82;106;144;
48660;41;82;106;144;8
49442;41/23;82;106;144;8
280014;42;82;106;144;
140125;44 (гурт.);82;106;144;8
47657;49;82;106;144;8
49372;49-А;82;106;144;8
49099;55/13;82;106;144;8
48311;59-А;82;106;144;8
46625;59/67;82;106;144;8
48052;69;82;106;144;8
46233;80/17;82;106;144;8
291135;80/17;82;106;144;
46114;81/83;82;106;144;8
45920;87;82;106;142;8
290991;87;82;106;142;
45912;89-А;82;106;142;8
290992;89-А;82;106;142;
46128;91-А;82;106;142;8
290993;91-А;82;106;142;
38464;3;113;11;193;10
37103;6;113;11;193;10
124467;1/11;216;103;108;3
124685;6;216;103;108;3
37383;11;114;11;193;10
38588;6;114;11;193;10
37505;6-а;114;11;193;10
37515;6-б;114;11;193;10
220005;8;114;97;1;10
37496;8-а;114;11;193;10
82196;10;337;1;181;1
83879;14;337;1;181;1
240036;14-А;337;1;34;1
83950;150А;337;1;167;1
89799;16;337;1;181;1
82504;16А;337;1;181;1
240037;18-А;337;1;34;1
82495;18/2;337;1;181;1
82493;20/1;337;1;181;1
83877;22;337;1;181;1
83872;24;337;1;181;1
89797;26/2;337;1;181;1
63471;29;337;104;213;4
82497;30;337;1;181;1
63465;31;337;104;213;4
240038;32-А;337;1;34;1
89672;32/2;337;1;181;1
64430;33;337;104;213;4
82489;34/1;337;1;181;1
89668;36;337;1;181;1
240039;36-В;337;1;34;1
240040;36-Г;337;1;34;1
89669;36А;337;1;181;1
89670;36Б;337;1;181;1
88030;38;337;1;181;1
90098;4;337;1;181;1
240041;4-Б;337;1;34;1
88019;44;337;1;182;1
240042;44-Г;337;1;45;1
240043;44-Д;337;1;45;1
88265;44А;337;1;182;1
88264;44Б;337;1;182;1
83802;46;337;1;182;1
240044;46-Г;337;1;45;1
240045;46-Д;337;1;45;1
83869;46А;337;1;182;1
88262;46Б;337;1;182;1
82178;46В;337;1;182;1
64406;47А;337;104;213;4
64414;47В;337;104;213;4
83798;48;337;1;182;1
240046;48-Г;337;1;45;1
89654;48А;337;1;182;1
82298;4А;337;1;181;1
83797;50;337;1;182;1
240047;50-Г;337;1;45;1
240048;50-Д;337;1;45;1
83808;50А;337;1;182;1
82167;50Б;337;1;182;1
82496;50В;337;1;182;1
64425;51/1;337;104;213;4
82479;52;337;1;182;1
240049;52-Б;337;1;45;1
82138;54Б;337;1;182;1
240050;56-А;337;1;45;1
82140;56/2;337;1;182;1
82526;8;337;1;181;1
123712;3;398;103;110;3
124848;9;398;103;110;3
20984;1;177;10;85;9
12478;12;177;10;85;9
130448;5;177;10;85;9
130449;5-А;177;10;85;9
12504;6-А (2-4);177;10;85;9
130450;7-Б;177;10;85;9
270000;11;595;33;1;2
98844;9;595;105;137;2
45503;10;53;106;143;8
291099;10;53;106;143;
45475;10-А;53;106;143;8
45437;12;53;106;143;8
291100;12;53;106;143;
45403;12-А;53;106;143;8
291101;12-А;53;106;143;
45331;12-Б;53;106;143;8
46207;14/45;53;106;143;8
291102;14/45;53;106;143;
45145;16/50;53;106;143;8
291103;16/50;53;106;143;
44998;18;53;106;143;8
291104;18;53;106;143;
45023;18-А;53;106;143;8
44882;18-Б;53;106;143;8
57816;22;53;106;143;8
291105;22;53;106;143;
56488;22-А;53;106;143;8
56619;22-Б;53;106;143;8
44851;24/93;53;106;143;8
291106;24/93;53;106;143;
44629;28;53;106;143;8
291107;28;53;106;143;
44792;28-А;53;106;143;8
44753;28-Б;53;106;143;8
291108;28-Б;53;106;143;
44750;28-В;53;106;143;8
45763;28-Г;53;106;143;8
291109;28-Г;53;106;143;
44746;30;53;106;143;8
140099;32;53;106;143;8
291116;32;53;106;143;
140100;32-А;53;106;143;8
44725;36;53;106;143;8
291110;36-1пол.;53;106;143;
291111;36-2пол.;53;106;143;
44486;36-А;53;106;143;8
45576;36-Б;53;106;143;8
291112;36-Б;53;106;143;
44565;38;53;106;143;8
44561;38-А;53;106;143;8
44505;38-Б;53;106;143;8
291168;38-Б;53;106;164;
57805;40;53;106;143;8
291113;40-1пол.;53;106;143;
291114;40-2пол.;53;106;143;
44474;40-А;53;106;143;8
291115;40-А;53;106;143;
45694;49/2;53;106;143;8
45631;51;53;106;143;8
291117;51;53;106;143;
55514;55;53;106;143;8
45603;59;53;106;143;8
46712;6/1;53;106;143;8
291118;6/1;53;106;143;
45910;61;53;106;143;8
46433;67;53;106;143;8
45471;69/1;53;106;143;8
291119;69/1;53;106;143;
45655;71/2;53;106;143;8
291120;71/2;53;106;143;
45110;77/1;53;106;143;8
291121;77/1;53;106;143;
45136;79/2;53;106;143;8
46592;8;53;106;143;8
46030;81;53;106;143;8
44962;85;53;128;143;8
44933;89;53;106;143;8
250000;1;933;83;1;3
34363;10;197;7;187;7
29229;3;197;7;187;7
29241;3а;197;7;187;7
29117;4;197;7;187;7
29252;6;197;7;187;7
30591;8;197;7;187;7
49627;12/10;778;106;140;8
130078;8;778;106;140;8
14833;1/9-К;142;10;64;9
13730;11 (5-7п);142;10;64;9
15640;29;142;10;209;9
210014;3;142;10;1;9
13395;3;142;10;64;9
15013;5;142;10;64;9
14942;5-А;142;10;64;9
270191;10А ЛІТ.В;269;105;1;2
102628;11/1;269;105;137;2
270064;13/2;269;105;1;2
99254;13/2;269;105;137;2
100519;15;269;105;137;2
102745;19;269;105;137;2
102744;21;269;105;137;2
100221;23;269;105;137;2
98936;3/11;269;105;137;2
270062;4/9;269;105;1;2
100653;4/9;269;105;137;2
98928;7;269;105;137;2
99158;7а;269;105;137;2
270029;8;269;105;137;2
270030;8А;269;105;137;2
270063;9;269;105;1;2
102627;9;269;105;137;2
63694;17;591;104;213;4
62298;2;591;104;213;4
62362;21/7;591;104;213;4
61759;2А;591;104;213;4
61745;3;591;104;213;4
63702;4;591;104;213;4
63863;4А;591;104;213;4
62422;6А;591;104;213;4
60738;6;32;104;213;4
65410;1Б;584;104;214;4
66656;25;584;104;214;4
66515;3;584;104;214;4
30441;1;198;7;205;7
29992;10/1;198;7;205;7
35846;11;198;7;205;7
29982;12;198;7;205;7
29903;13;198;7;205;7
31374;13а;198;7;205;7
29964;14;198;7;205;7
30089;16;198;7;205;7
30072;16а;198;7;205;7
29926;18;198;7;205;7
29901;18а;198;7;205;7
31722;1а;198;7;205;7
31702;1б;198;7;205;7
30521;1в;198;7;205;7
31249;20/2;198;7;205;7
35816;22/1;198;7;205;7
29822;24;198;7;205;7
34607;26/2;198;7;205;7
30392;3;198;7;205;7
31695;3б;198;7;205;7
30525;4;198;7;205;7
30106;5;198;7;205;7
140012;5а;198;7;205;7
140013;5б;198;7;205;7
30364;6;198;7;205;7
31449;7;198;7;205;7
30390;8/2;198;7;205;7
210015;58;86;10;1;9
12875;58;86;10;208;9
210016;62;86;10;1;9
14779;62;86;10;208;9
13286;64;86;10;208;9
13403;65/7;86;10;208;9
14933;66;86;10;208;9
13692;67;86;10;208;9
15156;69;86;10;208;9
210018;69А;86;10;1;9
13742;71/8;86;10;208;9
15021;72;86;10;208;9
22092;73;86;10;208;9
210017;74;86;10;1;9
13814;75;86;10;208;9
13712;76;86;10;208;9
15551;1;87;10;208;9
13971;11\80;87;10;208;9
13747;13;87;10;208;9
13722;14/115;87;10;208;9
13734;15/117;87;10;208;9
210019;17;87;10;1;9
15471;17;87;10;208;9
13781;2 а;87;10;208;9
14317;2;87;10;208;9
13852;5\2;87;10;208;9
15341;6;87;10;208;9
54481;16;250;106;141;8
54543;18;250;106;141;8
55086;21;250;106;141;8
290935;21;250;106;141;
130074;21-А;250;106;141;8
53943;25-А;250;106;141;8
54282;29;250;106;141;8
290936;29;250;106;141;
54431;3;250;106;141;8
53705;31;250;106;141;8
53657;33;250;106;141;8
55933;37;250;106;141;8
53367;39;250;106;141;8
53953;4;250;106;141;8
290937;4;250;106;141;
54561;41;250;106;141;8
55378;6;250;106;141;8
290938;6;250;106;141;
53843;9;250;106;141;8
119632;24;31;102;115;5
48352;15;623;106;140;8
290891;15;623;106;140;
50099;16;623;106;140;8
140102;17/28;623;106;140;8
49731;2;623;106;140;8
50055;22;623;106;140;8
130437;29/11;623;106;140;8
49522;3;623;106;140;8
48143;31;623;106;140;8
290892;31;623;106;140;
50680;4;623;106;140;8
290893;4;623;106;140;
280015;4-А;623;106;140;
48836;5;623;106;140;8
49460;6;623;106;140;8
57515;69;623;106;140;8
290894;69;623;106;140;
49252;7;623;106;140;8
290895;7;623;106;140;
48686;8;623;106;140;8
140062;10;54;11;188;10
140070;10-а;54;11;188;10
38019;12-а;54;11;188;10
37820;14;54;11;188;10
37859;16;54;11;188;10
38211;18;54;11;188;10
37758;2;54;11;188;10
39594;20-а;54;11;188;10
38279;24;54;11;188;10
38283;26;54;11;188;10
39059;4;54;11;188;10
140063;4-а;54;11;188;10
37781;6/55;54;11;188;10
39211;8;54;11;188;10
111398;22;665;102;114;5
290158;12В;101;117;154;6
79331;12в;101;117;222;6
290017;13;101;17;1;6
290157;18/2;101;117;154;6
80658;18/2;101;117;222;6
290152;19;101;117;154;6
79402;19;101;117;222;6
290159;19А;101;117;154;6
81020;19а;101;117;222;6
290160;20/1А;101;117;154;6
80602;20/1а;101;117;222;6
80502;20/1б;101;117;222;6
290153;22;101;117;154;6
79669;22;101;117;222;6
290154;37;101;117;154;6
79267;37;101;117;222;6
290161;40/2;101;117;154;6
80340;40/2;101;117;222;6
290155;45;101;117;154;6
79590;45;101;117;222;6
290156;48;101;117;154;6
79143;48;101;117;222;6
290162;48А;101;117;154;6
79152;48а;101;117;222;6
290148;5;101;117;154;6
79843;5;101;117;222;6
290149;6;101;117;154;6
79799;6;101;117;222;6
110439;65;101;102;116;5
110406;67;101;102;116;5
290150;7;101;117;154;6
81015;7;101;117;222;6
111674;71;101;102;116;5
109927;73;101;102;116;5
109210;75;101;102;116;5
111459;76;101;102;116;5
109848;76б;101;102;116;5
109860;78;101;102;116;5
109211;79;101;102;116;5
109924;81а;101;102;116;5
111660;81б;101;102;116;5
111259;82а;101;102;113;5
109728;82в;101;102;113;5
111576;83;101;102;116;5
111846;84а;101;102;113;5
110058;89;101;102;113;5
109859;89/91;101;102;113;5
290151;9;101;117;154;6
81006;9;101;117;222;6
111023;92/39;101;102;113;5
111330;93;101;102;113;5
111018;94а;101;102;113;5
109968;96;101;102;113;5
67387;18/17;592;104;214;4
66759;2/19В;592;104;214;4
66145;20;592;104;214;4
66186;21;592;104;214;4
66129;23;592;104;214;4
67283;24А;592;104;214;4
65846;29А;592;104;214;4
65888;36/38;592;104;214;4
65774;37А;592;104;214;4
67006;37Б;592;104;214;4
66485;4;592;104;214;4
65833;42;592;104;214;4
66901;43/35;592;104;214;4
65747;44;592;104;214;4
66977;46/32;592;104;214;4
260000;47;592;55;1;4
66611;55/57;592;104;214;4
32349;10;563;7;201;7
32341;12/14;563;7;201;7
34150;3;563;7;201;7
34144;4;563;7;201;7
32601;5;563;7;201;7
32629;6;563;7;201;7
34132;8;563;7;201;7
290174;1/37;438;117;149;6
79344;1/37;438;117;216;6
78986;11;438;117;216;6
290175;14А;438;117;150;6
77820;14а;438;117;225;6
77812;14Б;438;116;150;6
78882;15;438;117;216;6
77480;16;438;117;225;6
290168;19;438;117;152;6
77718;19а;438;117;217;6
77412;29е;438;117;217;6
290176;31А;438;117;152;6
78555;31а;438;117;217;6
290169;32;438;117;150;6
77869;32;438;117;225;6
76653;34;438;116;150;6
290170;38;438;117;150;6
77613;38;438;117;225;6
290171;41;438;117;152;6
76682;41;438;117;217;6
290178;43-Б;438;117;152;6
290177;43А;438;117;152;6
76637;43а;438;117;217;6
77875;43б;438;117;217;6
290172;45;438;117;152;6
76678;45б;438;117;217;6
290163;5;438;117;149;6
78020;5;438;117;216;6
290173;51;438;117;152;6
75929;51;438;117;217;6
290179;5А;438;117;149;6
77978;5а;438;117;216;6
290164;6;438;117;150;6
78889;6;438;117;225;6
290165;7;438;117;149;6
77962;7а;438;117;216;6
290166;8;438;117;150;6
78872;8;438;117;225;6
290180;8а;438;117;150;6
77746;8а;438;117;225;6
290181;8б;438;117;150;6
77754;8б;438;117;225;6
290167;9;438;117;149;6
77829;9а;438;117;216;6
35276;11;204;7;186;7
30230;11а;204;7;186;7
29006;3;204;7;186;7
29033;7;204;7;186;7
29011;7а;204;7;186;7
84226;3;805;1;168;1
83331;4;805;1;168;1
82967;5;805;1;168;1
84230;6;805;1;168;1
83316;7;805;1;168;1
84233;8/2;805;1;168;1
51056;3;636;106;141;8
55818;4;636;106;141;8
50608;4 корп.1;636;106;141;8
240113;1-Б;973;1;1;1
240109;10;973;1;91;1
88216;11Б;973;1;171;1
87141;14;973;1;172;1
140059;14А;973;1;172;1
86927;16;973;1;172;1
87132;18;973;1;172;1
87044;18А;973;1;172;1
87356;1А;973;1;171;1
87142;2;973;1;170;1
240110;2-В;973;1;91;1
86915;22;973;1;172;1
87187;22Б;973;1;172;1
86911;24;973;1;172;1
87189;24Б;973;1;172;1
240000;26;973;54;1;1
87344;2А;973;1;170;1
88431;4;973;1;170;1
240111;4-Д;973;1;91;1
87039;4А;973;1;170;1
87347;4Б;973;1;170;1
88303;5;973;1;171;1
240114;5-Б;973;1;1;1
86528;5А;973;1;171;1
240016;7А;973;1;1;1
87337;8;973;1;170;1
240112;8-В;973;1;91;1
240115;9-К;973;1;1;1
87391;9Б;973;1;171;1
86871;9В;973;1;171;1
87390;9Ж;973;1;171;1
88587;9К;973;1;171;1
30639;10/2;205;7;185;7
31870;12/1;205;7;185;7
30580;13;205;7;185;7
30581;13а;205;7;185;7
31749;13б;205;7;185;7
30660;14;205;7;185;7
31940;14а;205;7;185;7
31869;15;205;7;185;7
31875;17;205;7;185;7
30704;18;205;7;185;7
